id,state,body,address,level,type,statement_content,target_1,target_2,target_3,target_4,target_5,prohibited_1,prohibited_2,prohibited_3,prohibited_4,required_1,required_2,required_3,trigger_1,trigger_2,trigger_3,trigger_4,trigger_5,trigger_6,trigger_7,enforcement_1,enforcement_2,category,bill,related,date_intro,date_adopted,date_checked,progress,url_source,url_text
NJ-5,NJ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Race or ethnicity, sex & more",Assembly Bill 783,Senate Bill 598,1/11/2022,,4/20/2022,Pending,https://www.njleg.state.nj.us/bill-search/2022/A783,https://www.njleg.state.nj.us/Bills/2022/A1000/783_I1.PDF
NJ-6,NJ,Legislature,,State,Legislation,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",Senate Bill 664,Assembly Bill 3647,1/11/2022,,4/20/2022,Pending,https://www.njleg.state.nj.us/bill-search/2022/S664,https://www.njleg.state.nj.us/Bills/2022/S1000/664_I1.PDF
NM-1,NM,Otero County Commission,"1101 New York Avenue, Alamogordo, NM 88310",LocalOth,Resolution,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,,,8/12/2021,8/12/2021,4/20/2022,Enacted,,https://perma.cc/673J-962C
NM-2,NM,Alamogordo City Commission,"1376 E 9th St #5855, Alamogordo, NM 88310",LocalOth,Resolution,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,,,6/25/2021,6/25/2021,4/20/2022,Enacted,,https://perma.cc/46JU-D68L
NM-3,NM,Roosevelt County Commission,"109 W. First St., Portales, NM 88130",LocalOth,Resolution,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,,,8/10/2021,8/10/2021,4/20/2022,Enacted,https://www.rooseveltcounty.com/wp-content/uploads/2021/11/minutes-8-10-2021-final-signed.pdf,https://www.rooseveltcounty.com/wp-content/uploads/2021/11/minutes-8-10-2021-final-signed.pdf
NM-4,NM,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 91,,1/19/2022,,4/20/2022,Expired or Withdrawn,https://www.nmlegis.gov/Legislation/Legislation?Chamber=H&LegType=B&LegNo=91&year=22,https://www.nmlegis.gov/Sessions/22%20Regular/bills/house/HB0091.pdf
NM-5,NM,Alamogordo  Board of Education,"1211 Hawaii Ave, Alamogordo, NM",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,,,9/23/2021,2/22/2022,4/20/2022,Enacted,https://webnew.ped.state.nm.us/bureaus/literacy-humanities/social-studies/,https://www.srca.nm.gov/nmac/nmregister/xxxiii/6.29.11.pdf
NM-7,NM,Logan School Board ,"200-298 2nd St, Logan, NM 88426",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,10/11/2021,10/11/2021,4/20/2022,Enacted,https://perma.cc/QTK7-EV52,0
NV-1,NV,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Bill 152,,2/25/2021,,4/20/2022,Rejected,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7546/Overview,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7546/Text
NY-3,NY,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Assembly Bill 8253,,8/25/2021,,4/20/2022,Pending,https://www.nysenate.gov/legislation/bills/2021/A8253,https://www.nysenate.gov/legislation/bills/2021/A8253
NY-4,NY,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Assembly Bill 8579,,12/13/2021,,4/20/2022,Pending,https://www.nysenate.gov/legislation/bills/2021/A8579,https://www.nysenate.gov/legislation/bills/2021/A8579
OH-1,OH,Springboro School District,"1685 S. Main Street Springboro, OH 45066",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,7/26/2021,7/26/2021,4/23/2022,Enacted,,https://www.springboro.org/protected/ArticleView.aspx?iid=6YPGPGB&dasi=3UGB
OH-2,OH,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Race or ethnicity & sex,House Bill 322,,5/25/2021,,4/23/2022,Pending,https://ohiohouse.gov/legislation/134/hb322/status,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_134/bills/hb322/IN/00/hb322_00_IN?format=pdf
OH-3,OH,Attorney General David Yost,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/23/2022,Enacted,,https://perma.cc/QM8T-9EKQ
OH-4,OH,Ohio Board of Education,,State,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Race or ethnicity only,,,7/26/2021,7/26/2021,4/23/2022,Enacted,,https://web.archive.org/web/20211008150303/http:/public.education.ohio.gov/StateBoardBooks/July-2021/Member%20Proposed%20Resolutions/Item%2024%20-%20Request%20for%20Formal%20Opinion%20-%20John%20Hagan%20-%20Resolution.pdf
OH-5,OH,Ohio Board of Education,,State,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,7/13/2021,,4/23/2022,Rejected,https://education.ohio.gov/getattachment/State-Board/State-Board-Meetings/State-Board-Meetings-for-2021/Oct-2021-Minutes-Final.pdf.aspx?lang=en-US,https://education.ohio.gov/getattachment/State-Board/State-Board-Meetings/State-Board-Meetings-for-2021/Oct-2021-Minutes-Final.pdf.aspx?lang=en-US
OH-6,OH,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Race or ethnicity, sex & more",House Bill 327,,5/25/2021,,4/23/2022,Pending,https://www.legislature.ohio.gov/legislation/legislation-status?id=GA134-HB-327,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_134/bills/hb327/IN/00/hb327_00_IN?format=pdf
OH-7,OH,Attorney General David Yost,,State,Attorney General Letter,N/A,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Race or ethnicity & sex,,,9/14/2021,9/14/2021,4/23/2022,Enacted,,https://perma.cc/2BEZ-HC3G
OH-8,OH,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 616,,4/4/2022,,4/23/2022,Pending,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA134-HB-616,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_134/bills/hb616/IN/00/hb616_00_IN?format=pdf
OK-1,OK,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1775,Executive Order 22,1/20/2021,5/7/2021,4/23/2022,Enacted,http://oklegislature.gov/BillInfo.aspx?Bill=HB1775,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20ENR/hB/HB1775%20ENR.PDF
OK-2,OK,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 830,,2/1/2021,,4/23/2022,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb803&Session=2200,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/SB/SB803%20INT.PDF
OK-3,OK,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Race or ethnicity & sex,House Bill 1641,,1/19/2021,,4/23/2022,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=hb1641&Session=2100,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/hB/HB1641%20INT.PDF
OK-4,OK,Attorney General Mike Hunter,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/23/2022,Enacted,,https://perma.cc/QM8T-9EKQ
OK-7,OK,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Resolution 1038,,5/24/2021,5/21/2021,4/23/2022,Enacted,http://www.oklegislature.gov/BillInfo.aspx?Bill=hr1038&Session=2100,https://legiscan.com/OK/text/HR1038/id/2405962
OK-8,OK,Legislature,,State,Legislation,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 830,,2/1/2021,,4/23/2022,Pending,#REF!,https://legiscan.com/OK/text/SB830/id/2252417
OK-9,OK,Legislature,,State,Legislation,N/A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Race or ethnicity & sex,Senate Bill 1141,,2/7/2022,,4/23/2022,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb830&Session=2100,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/SB/SB1141%20INT.PDF
OK-10,OK,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Bill 1149,,2/7/2022,,4/23/2022,Pending,#REF!,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/SB/SB1149%20INT.PDF
OK-11,OK,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,House Bill 2988,,2/7/2022,,4/23/2022,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb1149&Session=2200,#REF!
OK-12,OK,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Senate Bill 1401,,1/19/2022,,4/23/2022,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB2988&Session=2200,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/hB/HB2988%20INT.PDF
OK-13,OK,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Bill 1169,,1/4/2022,,4/23/2022,Pending,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb1401&Session=1600,http://webserver1.lsb.state.ok.us/cf_pdf/2015-16%20INT/SB/SB1401%20INT.PDF
OR-1,OR,Newberg School Board,"714 E 6th St, Newberg, OR 97132",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,8/10/2021,,4/23/2022,Rejected,http://www.oklegislature.gov/BillInfo.aspx?Bill=sb1169&Session=2200,http://webserver1.lsb.state.ok.us/cf_pdf/2021-22%20INT/SB/SB1169%20INT.PDF
OR-2,OR,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Race or ethnicity, sex & more",House Bill 3408,,6/14/2021,,4/23/2022,Expired or Withdrawn,https://olis.oregonlegislature.gov/liz/2021R1/Measures/Overview/HB3408,https://olis.oregonlegislature.gov/liz/2021R1/Downloads/MeasureDocument/HB3408/Introduced
OR-3,OR,North Bend School District #13,"1913 Meade Street North Bend, OR 97459",LocalSch,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,9/30/2021,,4/23/2022,Pending,,https://meetings.boardbook.org/Public/Agenda/1573?meeting=497950
PA-1,PA,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Race or ethnicity & sex,House Bill 1532,,6/7/2021,,4/25/2022,Pending,https://www.legis.state.pa.us/CFDOCS/billInfo/bill_history.cfm?syear=2021&sind=0&body=H&type=B&bn=1532,https://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=1532&pn=1679
PA-2,PA,Penncrest School Board,"18741 St Hwy 198 Saegertown, PA 16433",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,,,7/6/2021,8/14/2021,4/25/2022,Enacted,https://www.meadvilletribune.com/news/local_news/penncrest-eyes-critical-race-theory-clarity-with-resolution/article_987518cc-fcaa-11eb-a455-d796ea0ce27a.html,https://perma.cc/QR7R-ENXB
PA-3,PA,Mars Area School District,"545 Route 228, Mars, PA 16046",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,8/17/2021,8/17/2021,4/25/2022,Enacted,https://www.wesa.fm/education/2021-08-17/mars-area-school-board-bans-teaching-critical-race-theory-passes-patriotism-amendment,https://4.files.edl.io/e836/07/25/21/001812-e7497a2e-104d-437c-bd97-a0954ed91172.pdf
PA-4,PA,Pennridge School Board,"1200 N. 5th Street / Perkasie, PA 18944",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,,,8/23/2021,8/23/2021,4/25/2022,Enacted,https://go.boarddocs.com/pa/pnrg/Board.nsf/Public,https://go.boarddocs.com/pa/pnrg/Board.nsf/Public
PA-5,PA,Kutztown Area School District,"251 Long Lane, Kutztown, PA 19530",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,9/1/2020,7/13/2021,4/25/2022,Enacted,https://www.kasd.org/site/handlers/filedownload.ashx?moduleinstanceid=4798&dataid=13881&FileName=KASD%20Questions%20and%20Answers%20Critical%20Race%20Theory%20and%20Policy.pdf,https://www.kasd.org/site/handlers/filedownload.ashx?moduleinstanceid=4798&dataid=13881&FileName=KASD%20Questions%20and%20Answers%20Critical%20Race%20Theory%20and%20Policy.pdf
PA-6,PA,Central York School District,"775 Marion Rd, York, PA 17406",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,8/25/2020,,4/25/2922,Rejected,https://www.ydr.com/story/news/2021/09/20/central-york-school-board-rescinds-banned-book-list/5784084001/,https://go.boarddocs.com/pa/cyorksd/Board.nsf/files/C73GPU44D0F1/$file/Diversity%20Committee%20Summer%20Meeting%20Resource%20List%20-%2008-25-20.pdf
PA-7,PA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,,,12/15/2021,,4/25/2922,Rejected,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2021&sind=0&body=H&type=B&bn=1332,https://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=1332&pn=2272
PA-8,PA,Penncrest School Board,"18741 St Hwy 198 Saegertown, PA 16433",LocalSch,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,,,10/14/2021,10/14/2021,4/25/2022,Enacted,https://www.meadvilletribune.com/news/penncrest-school-board-votes-no-to-teacher-attending-conference/article_24a42304-2dea-11ec-a951-97f1c4a432d8.html,https://go.boarddocs.com/pa/pncr/Board.nsf/Public
PA-9,PA,Penncrest School Board,"18741 St Hwy 198 Saegertown, PA 16433",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Race or ethnicity, sex & more",Policy 119,,10/11/2021,3/10/2022,4/25/2022,Enacted,,https://go.boarddocs.com/pa/pncr/Board.nsf/Public?open&id=policies#
RI-2,RI,Westerly School Committee,"45 Broad St, Westerly, RI 02891",LocalSch,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,,,7/14/2021,7/14/2021,4/25/2022,Enacted,https://opengov.sos.ri.gov/Common/DownloadMeetingFiles?FilePath=\Minutes\4478\2021\403787.pdf,https://opengov.sos.ri.gov/Common/DownloadMeetingFiles?FilePath=\Minutes\4478\2021\403787.pdf
RI-1,RI,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,House Bill 6070,,3/3/2021,,4/25/2022,Pending,https://status.rilegislature.gov/,http://webserver.rilin.state.ri.us/BillText/BillText21/HouseText21/H6070.pdf
RI-3,RI,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 7539,,2/18/2022,,4/25/2022,Pending,https://status.rilegislature.gov/,http://webserver.rilin.state.ri.us/BillText/BillText22/HouseText22/H7539.pdf
RI-4,RI,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House Bill 7335,,2/4/2022,,4/25/2022,Pending,https://status.rilegislature.gov/,http://webserver.rilin.state.ri.us/BillText/BillText22/HouseText22/H7335.pdf
RI-5,RI,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House Bill 2441,,3/1/2022,,4/25/2022,Pending,https://status.rilegislature.gov/,http://webserver.rilin.state.ri.us/BillText/BillText22/SenateText22/S2441.pdf
RI-6,RI,Hopkinton Republican Town Committee,"20 Maple Court; Ashway, RI 02804",LocalSch,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,6/3/2021,,4/25/2022,N/A,,https://chs.chariho.k12.ri.us/common/pages/DisplayFile.aspx?itemId=41132049
SC-1,SC,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Bill 534,,2/9/2021,,4/25/2022,Pending,https://www.scstatehouse.gov/billsearch.php?billnumbers=534&session=124&summary=B,https://www.scstatehouse.gov/sess124_2021-2022/bills/534.htm
SC-2,SC,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",Houst Bill 4325,,5/4/2021,,4/25/2022,Pending,https://www.scstatehouse.gov/billsearch.php?billnumbers=4325&session=124&summary=B,https://www.scstatehouse.gov/sess124_2021-2022/bills/4325.htm
SC-3,SC,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Race or ethnicity & sex,House Bill 4343,,5/5/2021,,4/25/2022,Pending,https://www.scstatehouse.gov/billsearch.php?billnumbers=4343&session=124&summary=B,https://www.scstatehouse.gov/sess124_2021-2022/bills/4343.htm
SC-4,SC,Aiken County School Board,"1000 Brookhaven Dr, Aiken, SC 29803",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/25/2021,5/25/2021,4/25/2022,Enacted,https://www.acpsd.net/cms/lib/SC02209457/Centricity/Domain/64/Minutes071321.pdf,https://www.acpsd.net/cms/lib/SC02209457/Centricity/Domain/64/May%2025%20Minutes.pdf
SC-5,SC,Attorney General Alan Wilson,,State,Statement,Denounces CRT,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/25/2022,Enacted,,https://perma.cc/QM8T-9EKQ
SC-6,SC,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Race or ethnicity & sex,House Bill 4100,,3/16/2021,10/28/2021,4/25/2022,Enacted,https://www.scstatehouse.gov/sess124_2021-2022/appropriations2021/gab4100.php,0
